y,Spot-only,PM-only,Combined
1,0.48558584423987305,0.7465717445523256,0.6130007594361498
1,0.8392448483548232,0.6588371053893182,0.7139641544911225
1,0.775890166143189,0.6716614684544232,0.7222825122205649
1,0.20947262243672923,0.5581477176353656,0.20668710525695932
1,0.673251031476155,0.6404973146113122,0.5867000608018054
0,0.6565461119460837,0.32594085506023907,0.4331822931296094
0,0.4721286593142343,0.6433810788888148,0.43140339332475375
0,0.6535411846976152,0.23877625071190386,0.4278750547535092
1,0.5510017311863586,0.4812868978025528,0.5112428649985493
1,0.8595599704290477,0.5795349196908542,0.8038994316069554
1,0.5902300160764139,0.8750795105661892,0.7054606620498108
1,0.7020192123448094,0.7438255554194971,0.6465202157083916
0,0.25885738979553585,0.22952681629123992,0.15801512356618774
1,0.6904916273395362,0.46788125230037914,0.5810398768509184
0,0.35123278709399647,0.1709219621538573,0.16736647706778585
1,0.5315419859907916,0.307556178988028,0.3495548193899593
0,0.41563696570452596,0.41616254506535455,0.350341063319886
1,0.3916274312510873,0.7109168080425698,0.38700873126209157
1,0.5479412159517034,0.40276440679176645,0.4389884335694875
0,0.1831638469377676,0.15409753978526747,0.08284165155926054
1,0.5707467608429094,0.6386334893170917,0.5499078558963766
0,0.35437229218487903,0.1964975294808805,0.16145280136339998
0,0.2530909435134272,0.11854609703025065,0.06549164277120026
0,0.5407067894674944,0.4246224101743669,0.42311533001944274
1,0.9106607243496864,0.8110801351290501,0.8496504747828755
1,0.49907665571138776,0.7107077549513655,0.5453277393681192
0,0.33593153173364954,0.4282399237677435,0.29835347349306335
0,0.3294059733141005,0.7237339718802884,0.44849213069744404
1,0.5901054188885578,0.4054998356881798,0.5741256069848438
1,0.5896546080484721,0.6683951371986702,0.6629787218746486
0,0.20391499176605346,0.2720234799880081,0.13595707038048027
0,0.4785304237399197,0.3693466073588833,0.3850748125281441
1,0.45808016816928954,0.6228289042385187,0.4765113141469511
1,0.8255803063265856,0.7411985208773846,0.8267562874247212
0,0.530169660187939,0.3267218588920972,0.41986356080350623
0,0.22116791137856054,0.31270217711346526,0.20864164159915677
0,0.24250790456731938,0.15194895873913955,0.18447464724817517
0,0.6790802436999664,0.48255448594628275,0.6478397942216406
0,0.35754647483535396,0.3020602390862201,0.2554793968292705
1,0.45784867374630384,0.5416424000843343,0.55842842931967
1,0.5897479271292856,0.5555846119473363,0.5681297743181383
1,0.7709953600929804,0.8130093130771706,0.8627808593149386
1,0.6313877308117011,0.6665793756648773,0.6927596862910261
1,0.5400622223164194,0.2787757424018352,0.2942919887677051
1,0.5729240046305486,0.6690470068996096,0.584370056518344
1,0.7447244706656447,0.8462699399555119,0.8037014904319588
0,0.4681845284576508,0.4226079248269066,0.3798456642269781
0,0.39077734206775466,0.5592811297521794,0.3153836801058183
1,0.7759186573997877,0.7839680321656229,0.7588883037971845
1,0.498451757662689,0.6486086276774483,0.5778873306786242
1,0.8950084327945468,0.8330735880222224,0.9179914401313213
0,0.39344592490840186,0.4721107434581315,0.3817812407994593
1,0.3342035937701323,0.21368792124466995,0.12873629149974056
0,0.7129579518725258,0.5258405186393357,0.5940525491954819
1,0.5634187658073859,0.6038235417334793,0.6775719522098727
0,0.31431648596628825,0.2638950554595776,0.19734436103500258
0,0.569612893263085,0.6907936303551144,0.5764691726130718
1,0.668979794181845,0.7726653254170921,0.7139167858032084
0,0.701735492954834,0.6176583462198232,0.6855258478226053
0,0.132696058154183,0.14013692055044089,0.0468450646867589
1,0.5840749759193152,0.46396793045902046,0.4892725351420612
0,0.29751015266217185,0.27519352975923034,0.1484593591563947
1,0.5251456339535375,0.7225776523587661,0.5553128673709585
0,0.5395216846037127,0.6027463302689153,0.5442237023921473
1,0.6609484821464169,0.47659841428295274,0.4593573061912454
1,0.45361031500075066,0.414464993701449,0.33178895189363006
1,0.5652579751945245,0.5343941654879725,0.5518354910436316
0,0.3737868659086074,0.2606955313137505,0.19204367927544594
0,0.3691590714534607,0.5272763884727387,0.36609923635295843
0,0.3418557454153551,0.3159157242972639,0.1293705702563372
1,0.5097176687308833,0.483298607731122,0.35753417320588937
1,0.60011252585039,0.7549624565147596,0.607357219470608
1,0.5020710626886947,0.3856097688481881,0.273014096426017
1,0.3852671821870356,0.17067914294591016,0.12264036183496367
0,0.4456885733548811,0.42398264572426914,0.33080441558867213
1,0.4815872993626499,0.5769773945846651,0.4767218038216191
0,0.46229992891484006,0.5284837038089039,0.40230579976625813
0,0.363780773830664,0.4486116497923081,0.3075244669244093
1,0.6580454997311872,0.7185533017415977,0.6886659524326385
1,0.5373075518173233,0.5760622945451916,0.5255337309897069
0,0.37826092640297854,0.5069348605090056,0.2676375579429464
0,0.23601546532825454,0.24892597204513736,0.0985689068225833
1,0.5843658845776403,0.7740550192589588,0.6393737990398783
1,0.49738059529202033,0.5668767378401418,0.42370803563529175
1,0.6115398977176385,0.36200519514079726,0.3298289662813243
0,0.47049816523204335,0.48959686555906934,0.343627287834211
1,0.5345791416787948,0.47500314683811246,0.3109790456419064
1,0.5958510632396883,0.5674257906670427,0.4362649457252357
0,0.42726543247283455,0.3768119679233911,0.34948712325435644
1,0.9472117978039789,0.9340917697946439,0.9750561894961454
